Simulated discharge(m3/s) at the outlet - regular timestep    1.00 hours. Simulated discharge is the mean value over the timestep with the date at the end of the timestep
Date_yyyy/mm/dd_hours(iso8601format),Time(hours),Outlet-Discharge
2003-01-16T20:00:00,380.000,.49580
2003-01-16T21:00:00,381.000,.49326
2003-01-16T22:00:00,382.000,.49085
2003-01-16T23:00:00,383.000,.48857
2003-01-17T00:00:00,384.000,.48640
2003-01-17T01:00:00,385.000,.48433
2003-01-17T02:00:00,386.000,.48237
2003-01-17T03:00:00,387.000,.48049
2003-01-17T04:00:00,388.000,.47869
2003-01-17T05:00:00,389.000,.47696
2003-01-17T06:00:00,390.000,.47531
2003-01-17T07:00:00,391.000,.47373
2003-01-17T08:00:00,392.000,.47601
2003-01-17T09:00:00,393.000,.49908
2003-01-17T10:00:00,394.000,.59336
2003-01-17T11:00:00,395.000,.82637
2003-01-17T12:00:00,396.000,1.10699
2003-01-17T13:00:00,397.000,1.21988
2003-01-17T14:00:00,398.000,1.19606
2003-01-17T15:00:00,399.000,1.13331
2003-01-17T16:00:00,400.000,1.06944
2003-01-17T17:00:00,401.000,1.01081
2003-01-17T18:00:00,402.000,.95889
2003-01-17T19:00:00,403.000,.91452
2003-01-17T20:00:00,404.000,.87114
2003-01-17T21:00:00,405.000,.83855
2003-01-17T22:00:00,406.000,.80324
2003-01-17T23:00:00,407.000,.77634
2003-01-18T00:00:00,408.000,.75135
2003-01-18T01:00:00,409.000,.72825
2003-01-18T02:00:00,410.000,.70670
2003-01-18T03:00:00,411.000,.68737
2003-01-18T04:00:00,412.000,.67052
2003-01-18T05:00:00,413.000,.65515
2003-01-18T06:00:00,414.000,.64111
2003-01-18T07:00:00,415.000,.62824
2003-01-18T08:00:00,416.000,.61645
2003-01-18T09:00:00,417.000,.60563
2003-01-18T10:00:00,418.000,.59566
2003-01-18T11:00:00,419.000,.58648
2003-01-18T12:00:00,420.000,.57800
2003-01-18T13:00:00,421.000,.57018
2003-01-18T14:00:00,422.000,.56296
2003-01-18T15:00:00,423.000,.55627
2003-01-18T16:00:00,424.000,.55007
2003-01-18T17:00:00,425.000,.54429
2003-01-18T18:00:00,426.000,.53942
2003-01-18T19:00:00,427.000,.55703
2003-01-18T20:00:00,428.000,.62053
2003-01-18T21:00:00,429.000,.77871
2003-01-18T22:00:00,430.000,1.05065
2003-01-18T23:00:00,431.000,1.35307
2003-01-19T00:00:00,432.000,1.50489
2003-01-19T01:00:00,433.000,1.52494
2003-01-19T02:00:00,434.000,1.49761
2003-01-19T03:00:00,435.000,1.44789
2003-01-19T04:00:00,436.000,1.41696
2003-01-19T05:00:00,437.000,1.50682
2003-01-19T06:00:00,438.000,1.76637
2003-01-19T07:00:00,439.000,1.90508
2003-01-19T08:00:00,440.000,1.87139
2003-01-19T09:00:00,441.000,1.76683
2003-01-19T10:00:00,442.000,1.65203
2003-01-19T11:00:00,443.000,1.55207
2003-01-19T12:00:00,444.000,1.48346
2003-01-19T13:00:00,445.000,1.41970
2003-01-19T14:00:00,446.000,1.36026
2003-01-19T15:00:00,447.000,1.29884
2003-01-19T16:00:00,448.000,1.24138
2003-01-19T17:00:00,449.000,1.17435
2003-01-19T18:00:00,450.000,1.11980
2003-01-19T19:00:00,451.000,1.06841
2003-01-19T20:00:00,452.000,1.02088
2003-01-19T21:00:00,453.000,.98270
2003-01-19T22:00:00,454.000,.95030
